1011,1008 Стрейч-атлас 150см (03) темно-синий,м,5,USD,"Красивая, плотная ткань. Хорошо тянется, смотрится дорого и отлично садится по фигуре. Лицевая сторона выделяется блеском, что придает изделиям нарядности. Преимуществом также является то, что ткань не мнется и не садится после стирки. Цвета в ассортименте. Продается на метраж.",5022,http://tkani.ukrchic.com/products/1008-strejch-atlas-150sm-03-temno-sinij-m,http://tkani.ukrchic.com/files/products/b7ce2cb0-a01b-11e5-84a6-a45d36c4a9b8.800x600.jpeg
1012,1008 Стрейч-атлас 150см (04) пудра,м,5,USD,"Красивая, плотная ткань. Хорошо тянется, смотрится дорого и отлично садится по фигуре. Лицевая сторона выделяется блеском, что придает изделиям нарядности. Преимуществом также является то, что ткань не мнется и не садится после стирки. Цвета в ассортименте. Продается на метраж.",5022,http://tkani.ukrchic.com/products/1008-strejch-atlas-150sm-04-pudra-m,http://tkani.ukrchic.com/files/products/b7ce2cb3-a01b-11e5-84a6-a45d36c4a9b8.800x600.jpeg
1013,1008 Стрейч-атлас 150см (05) бордовый,м,5,USD,"Красивая, плотная ткань. Хорошо тянется, смотрится дорого и отлично садится по фигуре. Лицевая сторона выделяется блеском, что придает изделиям нарядности. Преимуществом также является то, что ткань не мнется и не садится после стирки. Цвета в ассортименте. Продается на метраж.",5022,http://tkani.ukrchic.com/products/1008-strejch-atlas-150sm-05-bordovyj-m,http://tkani.ukrchic.com/files/products/b7ce2cb6-a01b-11e5-84a6-a45d36c4a9b8.800x600.jpeg
1014,1008 Стрейч-атлас 150см (07) темно-малиновый,м,5,USD,"Красивая, плотная ткань. Хорошо тянется, смотрится дорого и отлично садится по фигуре. Лицевая сторона выделяется блеском, что придает изделиям нарядности. Преимуществом также является то, что ткань не мнется и не садится после стирки. Цвета в ассортименте. Продается на метраж.",5022,http://tkani.ukrchic.com/products/1008-strejch-atlas-150sm-07-temno-malinovyj-m,http://tkani.ukrchic.com/files/products/b7ce2cb9-a01b-11e5-84a6-a45d36c4a9b8.800x600.jpeg
1015,1008 Стрейч-атлас 150см (09) капучино,м,5,USD,"Красивая, плотная ткань. Хорошо тянется, смотрится дорого и отлично садится по фигуре. Лицевая сторона выделяется блеском, что придает изделиям нарядности. Преимуществом также является то, что ткань не мнется и не садится после стирки. Цвета в ассортименте. Продается на метраж.",5022,http://tkani.ukrchic.com/products/1008-strejch-atlas-150sm-09-kapuchino-m,http://tkani.ukrchic.com/files/products/b7ce2cbf-a01b-11e5-84a6-a45d36c4a9b8.800x600.jpeg
1016,1008 Стрейч-атлас 150см (14) бирюза,м,5,USD,"Красивая, плотная ткань. Хорошо тянется, смотрится дорого и отлично садится по фигуре. Лицевая сторона выделяется блеском, что придает изделиям нарядности. Преимуществом также является то, что ткань не мнется и не садится после стирки. Цвета в ассортименте. Продается на метраж.",5022,http://tkani.ukrchic.com/products/1008-strejch-atlas-150sm-14-biryuza-m,http://tkani.ukrchic.com/files/products/b7ce2cc5-a01b-11e5-84a6-a45d36c4a9b8.800x600.jpeg
1017,1008 Стрейч-атлас 150см (16) коралловый,м,5,USD,"Красивая, плотная ткань. Хорошо тянется, смотрится дорого и отлично садится по фигуре. Лицевая сторона выделяется блеском, что придает изделиям нарядности. Преимуществом также является то, что ткань не мнется и не садится после стирки. Цвета в ассортименте. Продается на метраж.",5022,http://tkani.ukrchic.com/products/1008-strejch-atlas-150sm-16-korallovyj-m,http://tkani.ukrchic.com/files/products/b7ce2cc2-a01b-11e5-84a6-a45d36c4a9b8.800x600.jpeg
1018,1008 Стрейч-атлас 150см (17) черный,м,5,USD,"Красивая, плотная ткань. Хорошо тянется, смотрится дорого и отлично садится по фигуре. Лицевая сторона выделяется блеском, что придает изделиям нарядности. Преимуществом также является то, что ткань не мнется и не садится после стирки. Цвета в ассортименте. Продается на метраж.",5022,http://tkani.ukrchic.com/products/1008-strejch-atlas-150sm-17-chernyj-m,http://tkani.ukrchic.com/files/products/b7ce2ccb-a01b-11e5-84a6-a45d36c4a9b8.800x600.jpeg
1019,1008 Стрейч-атлас 150см (19) темно-фиолетовый,м,5,USD,"Красивая, плотная ткань. Хорошо тянется, смотрится дорого и отлично садится по фигуре. Лицевая сторона выделяется блеском, что придает изделиям нарядности. Преимуществом также является то, что ткань не мнется и не садится после стирки. Цвета в ассортименте. Продается на метраж.",5022,http://tkani.ukrchic.com/products/1008-strejch-atlas-150sm-19-temno-fioletovyj-m,http://tkani.ukrchic.com/files/products/b7ce2cce-a01b-11e5-84a6-a45d36c4a9b8.800x600.jpeg
1020,1008 Стрейч-атлас 150см (27) коричневый,м,5,USD,"Красивая, плотная ткань. Хорошо тянется, смотрится дорого и отлично садится по фигуре. Лицевая сторона выделяется блеском, что придает изделиям нарядности. Преимуществом также является то, что ткань не мнется и не садится после стирки. Цвета в ассортименте. Продается на метраж.",5022,http://tkani.ukrchic.com/products/1008-strejch-atlas-150sm-27-korichnevyj-m,http://tkani.ukrchic.com/files/products/6616490d-a01f-11e5-84a6-a45d36c4a9b8.800x600.jpeg
1021,1008 Стрейч-атлас 150см (28) малиновый,м,5,USD,"Красивая, плотная ткань. Хорошо тянется, смотрится дорого и отлично садится по фигуре. Лицевая сторона выделяется блеском, что придает изделиям нарядности. Преимуществом также является то, что ткань не мнется и не садится после стирки. Цвета в ассортименте. Продается на метраж.",5022,http://tkani.ukrchic.com/products/1008-strejch-atlas-150sm-28-malinovyj-m,http://tkani.ukrchic.com/files/products/66164910-a01f-11e5-84a6-a45d36c4a9b8.800x600.jpeg
1022,1008 Стрейч-атлас 150см (31) баклажановый,м,5,USD,"Красивая, плотная ткань. Хорошо тянется, смотрится дорого и отлично садится по фигуре. Лицевая сторона выделяется блеском, что придает изделиям нарядности. Преимуществом также является то, что ткань не мнется и не садится после стирки. Цвета в ассортименте. Продается на метраж.",5022,http://tkani.ukrchic.com/products/1008-strejch-atlas-150sm-31-baklazhanovyj-m,http://tkani.ukrchic.com/files/products/66164913-a01f-11e5-84a6-a45d36c4a9b8.800x600.jpeg
1023,1008 Стрейч-атлас 150см (34) фиолетовый,м,5,USD,"Красивая, плотная ткань. Хорошо тянется, смотрится дорого и отлично садится по фигуре. Лицевая сторона выделяется блеском, что придает изделиям нарядности. Преимуществом также является то, что ткань не мнется и не садится после стирки. Цвета в ассортименте. Продается на метраж.",5022,http://tkani.ukrchic.com/products/1008-strejch-atlas-150sm-34-fioletovyj-m,http://tkani.ukrchic.com/files/products/66164916-a01f-11e5-84a6-a45d36c4a9b8.800x600.jpeg
1024,1008 Стрейч-атлас 150см (43) красный,м,5,USD,"Красивая, плотная ткань. Хорошо тянется, смотрится дорого и отлично садится по фигуре. Лицевая сторона выделяется блеском, что придает изделиям нарядности. Преимуществом также является то, что ткань не мнется и не садится после стирки. Цвета в ассортименте. Продается на метраж.",5022,http://tkani.ukrchic.com/products/1008-strejch-atlas-150sm-43-krasnyj-m,http://tkani.ukrchic.com/files/products/66164919-a01f-11e5-84a6-a45d36c4a9b8.800x600.jpeg
1025,1008 Стрейч-атлас 150см (47) персиковый,м,5,USD,"Красивая, плотная ткань. Хорошо тянется, смотрится дорого и отлично садится по фигуре. Лицевая сторона выделяется блеском, что придает изделиям нарядности. Преимуществом также является то, что ткань не мнется и не садится после стирки. Цвета в ассортименте. Продается на метраж.",5022,http://tkani.ukrchic.com/products/1008-strejch-atlas-150sm-47-persikovyj-m,http://tkani.ukrchic.com/files/products/6616491c-a01f-11e5-84a6-a45d36c4a9b8.800x600.jpeg
1026,1205 Креп-шифон 150см (02) черный,м,4,USD,"Полупрозрачный матовый материал с зернистой структурой. Используется как для декорирования, так и самостоятельно. Цвета в ассортименте. Продается на метраж.",5022,http://tkani.ukrchic.com/products/1205-krep-shifon-150sm-02-chernyj-m,http://tkani.ukrchic.com/files/products/b05193c0-9e76-11e5-931e-a45d36c4a9b8.800x600.jpeg
1027,1205 Креп-шифон 150см (03) молочный,м,4,USD,"Полупрозрачный матовый материал с зернистой структурой. Используется как для декорирования, так и самостоятельно. Цвет - молочный. Ширина 1,5м.",5021,http://tkani.ukrchic.com/products/1205-krep-shifon-150sm-03-molochnyj-m,http://tkani.ukrchic.com/files/products/dsc04608.800x600.jpg
1028,1205 Креп-шифон 150см (04) темно-фиолетовый,м,4,USD,"Полупрозрачный матовый материал с зернистой структурой. Используется как для декорирования, так и самостоятельно. Цвета в ассортименте. Продается на метраж.",5022,http://tkani.ukrchic.com/products/1205-krep-shifon-150sm-04-temno-fioletovyj-m,http://tkani.ukrchic.com/files/products/b05193d8-9e76-11e5-931e-a45d36c4a9b8.800x600.jpeg
1029,1205 Креп-шифон 150см (06) голубой,м,4,USD,"Полупрозрачный матовый материал с зернистой структурой. Используется как для декорирования, так и самостоятельно. Цвета в ассортименте. Продается на метраж.",5022,http://tkani.ukrchic.com/products/1205-krep-shifon-150sm-06-goluboj-m,http://tkani.ukrchic.com/files/products/b05193cc-9e76-11e5-931e-a45d36c4a9b8.800x600.jpeg
1030,1205 Креп-шифон 150см (08) белый, м,4,USD,"Полупрозрачный матовый материал с зернистой структурой. Используется как для декорирования, так и самостоятельно. Цвет - белый. Ширина 1,5м.",5021,http://tkani.ukrchic.com/products/1205-krep-shifon-150sm-08-belyj-m-,http://tkani.ukrchic.com/files/products/dsc04595.800x600.jpg
1031,1205 Креп-шифон 150см (10) желтый,м,4,USD,"Полупрозрачный матовый материал с зернистой структурой. Используется как для декорирования, так и самостоятельно. Цвета в ассортименте. Продается на метраж.",5022,http://tkani.ukrchic.com/products/1205-krep-shifon-150sm-10-zheltyj-m,http://tkani.ukrchic.com/files/products/b05193c3-9e76-11e5-931e-a45d36c4a9b8.800x600.jpeg
1032,1205 Креп-шифон 150см (11) фиолетовый,м,4,USD,"Полупрозрачный матовый материал с зернистой структурой. Используется как для декорирования, так и самостоятельно. Цвета в ассортименте. Продается на метраж.",5022,http://tkani.ukrchic.com/products/1205-krep-shifon-150sm-11-fioletovyj-m,http://tkani.ukrchic.com/files/products/b05193cf-9e76-11e5-931e-a45d36c4a9b8.800x600.jpeg
1033,1205 Креп-шифон 150см (28) сиреневый,м,4,USD,"Полупрозрачный матовый материал с зернистой структурой. Используется как для декорирования, так и самостоятельно. Цвета в ассортименте. Продается на метраж.",5022,http://tkani.ukrchic.com/products/1205-krep-shifon-150sm-28-sirenevyj-m,http://tkani.ukrchic.com/files/products/b05193c6-9e76-11e5-931e-a45d36c4a9b8.800x600.jpeg
1034,1205 Креп-шифон 150см (42) розовый,м,4,USD,"Полупрозрачный матовый материал с зернистой структурой. Используется как для декорирования, так и самостоятельно. Цвета в ассортименте. Продается на метраж.",5022,http://tkani.ukrchic.com/products/1205-krep-shifon-150sm-42-rozovyj-m,http://tkani.ukrchic.com/files/products/b05193d5-9e76-11e5-931e-a45d36c4a9b8.800x600.jpeg
1035,1205 Креп-шифон 150см (66) ментоловый,м,4,USD,"Полупрозрачный матовый материал с зернистой структурой. Используется как для декорирования, так и самостоятельно. Цвета в ассортименте. Продается на метраж.",5022,http://tkani.ukrchic.com/products/1205-krep-shifon-150sm-66-mentolovyj-m,http://tkani.ukrchic.com/files/products/b05193d2-9e76-11e5-931e-a45d36c4a9b8.800x600.jpeg
1036,1205 Креп-шифон 150см (74) ярко-розовый,м,4,USD,"Полупрозрачный матовый материал с зернистой структурой. Используется как для декорирования, так и самостоятельно. Цвета в ассортименте. Продается на метраж.",5022,http://tkani.ukrchic.com/products/1205-krep-shifon-150sm-74-yarko-rozovyj-m,http://tkani.ukrchic.com/files/products/b05193c9-9e76-11e5-931e-a45d36c4a9b8.800x600.jpeg
1037,147 салатовое,-,45,USD,-,5022,http://tkani.ukrchic.com/products/147-salatovoe,http://tkani.ukrchic.com/files/products/ab956879-5575-11e6-bc21-a45d36c4a9b9.800x600.jpeg
1038,1666 Атлас 150см (001) красный,м,4.5,USD,"Шелковистая ткань атласного переплетения с гладкой блестящей лицевой поверхностью. Благодаря его структуре хорошо драпируется, ложась в красивые тяжелые складки.  Цвета в ассортименте. Продается на метраж. Ширина 1,5м.",5022,http://tkani.ukrchic.com/products/1666-atlas-150sm-001-krasnyj-m,http://tkani.ukrchic.com/files/products/659934a3-c354-11e5-bd52-a45d36c4a9b8.800x600.jpeg
1039,1666 Атлас 150см (002) белый,м,4.5,USD,"Шелковистая ткань атласного переплетения с гладкой блестящей лицевой поверхностью. Благодаря его структуре хорошо драпируется, ложась в красивые тяжелые складки. Цвет - белый. Продается на метраж. Ширина 1,5м.
",5021,http://tkani.ukrchic.com/products/1666-atlas-150sm-002-belyj-m,http://tkani.ukrchic.com/files/products/dsc05571.800x600.jpg
1040,1666 Атлас 150см (004) розовый,м,4.5,USD,"Шелковистая ткань атласного переплетения с гладкой блестящей лицевой поверхностью. Благодаря его структуре хорошо драпируется, ложась в красивые тяжелые складки.  Цвета в ассортименте. Продается на метраж. Ширина 1,5м.",5022,http://tkani.ukrchic.com/products/1666-atlas-150sm-004-rozovyj-m,http://tkani.ukrchic.com/files/products/c3374bc6-c336-11e5-bd52-a45d36c4a9b8.800x600.jpeg
1041,1666 Атлас 150см (005) салатовый,м,4.5,USD,"Шелковистая ткань атласного переплетения с гладкой блестящей лицевой поверхностью. Благодаря его структуре хорошо драпируется, ложась в красивые тяжелые складки.  Цвета в ассортименте. Продается на метраж. Ширина 1,5м.",5022,http://tkani.ukrchic.com/products/1666-atlas-150sm-005-salatovyj-m,http://tkani.ukrchic.com/files/products/659934d3-c354-11e5-bd52-a45d36c4a9b8.800x600.jpeg
1042,1666 Атлас 150см (006) голубой,м,4.5,USD,"Шелковистая ткань атласного переплетения с гладкой блестящей лицевой поверхностью. Благодаря его структуре хорошо драпируется, ложась в красивые тяжелые складки.  Цвета в ассортименте. Продается на метраж. Ширина 1,5м.",5022,http://tkani.ukrchic.com/products/1666-atlas-150sm-006-goluboj-m,http://tkani.ukrchic.com/files/products/659934c4-c354-11e5-bd52-a45d36c4a9b8.800x600.jpeg
1043,1666 Атлас 150см (007) малиновый,м,4.5,USD,"Шелковистая ткань атласного переплетения с гладкой блестящей лицевой поверхностью. Благодаря его структуре хорошо драпируется, ложась в красивые тяжелые складки.  Цвета в ассортименте. Продается на метраж. Ширина 1,5м.",5022,http://tkani.ukrchic.com/products/1666-atlas-150sm-007-malinovyj-m,http://tkani.ukrchic.com/files/products/659934a0-c354-11e5-bd52-a45d36c4a9b8.800x600.jpeg
1044,1666 Атлас 150см (012) молочный,м,4.5,USD,"Шелковистая ткань атласного переплетения с гладкой блестящей лицевой поверхностью. Благодаря его структуре хорошо драпируется, ложась в красивые тяжелые складки. Цвет - молочный. Продается на метраж. Ширина 1,5м.
",5021,http://tkani.ukrchic.com/products/1666-atlas-150sm-012-molochnyj-m,http://tkani.ukrchic.com/files/products/dsc05568.800x600.jpg
1045,1666 Атлас 150см (014) светло-голубой,м,4.5,USD,"Шелковистая ткань атласного переплетения с гладкой блестящей лицевой поверхностью. Благодаря его структуре хорошо драпируется, ложась в красивые тяжелые складки.  Цвета в ассортименте. Продается на метраж. Ширина 1,5м.",5022,http://tkani.ukrchic.com/products/1666-atlas-150sm-014-svetlo-goluboj-m,http://tkani.ukrchic.com/files/products/659934a9-c354-11e5-bd52-a45d36c4a9b8.800x600.jpeg
1046,1666 Атлас 150см (023) светло-розовый,м,4.5,USD,"Шелковистая ткань атласного переплетения с гладкой блестящей лицевой поверхностью. Благодаря его структуре хорошо драпируется, ложась в красивые тяжелые складки.  Цвета в ассортименте. Продается на метраж. Ширина 1,5м.",5022,http://tkani.ukrchic.com/products/1666-atlas-150sm-023-svetlo-rozovyj-m,http://tkani.ukrchic.com/files/products/659934b5-c354-11e5-bd52-a45d36c4a9b8.800x600.jpeg
1047,1666 Атлас 150см (030) черный,м,4.5,USD,"Шелковистая ткань атласного переплетения с гладкой блестящей лицевой поверхностью. Благодаря его структуре хорошо драпируется, ложась в красивые тяжелые складки.  Цвета в ассортименте. Продается на метраж. Ширина 1,5м.",5022,http://tkani.ukrchic.com/products/1666-atlas-150sm-030-chernyj-m,http://tkani.ukrchic.com/files/products/659934be-c354-11e5-bd52-a45d36c4a9b8.800x600.jpeg
1048,1666 Атлас 150см (041) небесно-голубой,м,4.5,USD,"Шелковистая ткань атласного переплетения с гладкой блестящей лицевой поверхностью. Благодаря его структуре хорошо драпируется, ложась в красивые тяжелые складки.  Цвета в ассортименте. Продается на метраж. Ширина 1,5м.",5022,http://tkani.ukrchic.com/products/1666-atlas-150sm-041-nebesno-goluboj-m,http://tkani.ukrchic.com/files/products/075d4cf5-c356-11e5-bd52-a45d36c4a9b8.800x600.jpeg
1049,1666 Атлас 150см (042) темный капучино,м,4.5,USD,"Шелковистая ткань атласного переплетения с гладкой блестящей лицевой поверхностью. Благодаря его структуре хорошо драпируется, ложась в красивые тяжелые складки.  Цвета в ассортименте. Продается на метраж. Ширина 1,5м.",5022,http://tkani.ukrchic.com/products/1666-atlas-150sm-042-temnyj-kapuchino-m,http://tkani.ukrchic.com/files/products/659934ac-c354-11e5-bd52-a45d36c4a9b8.800x600.jpeg
1050,1666 Атлас 150см (059) аквамарин,м,4.5,USD,"Шелковистая ткань атласного переплетения с гладкой блестящей лицевой поверхностью. Благодаря его структуре хорошо драпируется, ложась в красивые тяжелые складки.  Цвета в ассортименте. Продается на метраж. Ширина 1,5м.",5022,http://tkani.ukrchic.com/products/1666-atlas-150sm-059-akvamarin-m,http://tkani.ukrchic.com/files/products/659934d0-c354-11e5-bd52-a45d36c4a9b8.800x600.jpeg
1051,1666 Атлас 150см (076) сиреневый,м,4.5,USD,"Шелковистая ткань атласного переплетения с гладкой блестящей лицевой поверхностью. Благодаря его структуре хорошо драпируется, ложась в красивые тяжелые складки.  Цвета в ассортименте. Продается на метраж. Ширина 1,5м.",5022,http://tkani.ukrchic.com/products/1666-atlas-150sm-076-sirenevyj-m,http://tkani.ukrchic.com/files/products/c3374bc3-c336-11e5-bd52-a45d36c4a9b8.800x600.jpeg
1052,1666 Атлас 150см (085) синий,м,4.5,USD,"Шелковистая ткань атласного переплетения с гладкой блестящей лицевой поверхностью. Благодаря его структуре хорошо драпируется, ложась в красивые тяжелые складки.  Цвета в ассортименте. Продается на метраж. Ширина 1,5м.",5022,http://tkani.ukrchic.com/products/1666-atlas-150sm-085-sinij-m,http://tkani.ukrchic.com/files/products/659934c1-c354-11e5-bd52-a45d36c4a9b8.800x600.jpeg
1053,1666 Атлас 150см (086) фиолетовый,м,4.5,USD,"Шелковистая ткань атласного переплетения с гладкой блестящей лицевой поверхностью. Благодаря его структуре хорошо драпируется, ложась в красивые тяжелые складки.  Цвета в ассортименте. Продается на метраж. Ширина 1,5м.",5022,http://tkani.ukrchic.com/products/1666-atlas-150sm-086-fioletovyj-m,http://tkani.ukrchic.com/files/products/659934d6-c354-11e5-bd52-a45d36c4a9b8.800x600.jpeg
1054,1666 Атлас 150см (119) ярко-малиновый,м,4.5,USD,"Шелковистая ткань атласного переплетения с гладкой блестящей лицевой поверхностью. Благодаря его структуре хорошо драпируется, ложась в красивые тяжелые складки.  Цвета в ассортименте. Продается на метраж. Ширина 1,5м.",5022,http://tkani.ukrchic.com/products/1666-atlas-150sm-119-yarko-malinovyj-m,http://tkani.ukrchic.com/files/products/659934ca-c354-11e5-bd52-a45d36c4a9b8.800x600.jpeg
1055,1666 Атлас 150см (128) бирюза,м,4.5,USD,"Шелковистая ткань атласного переплетения с гладкой блестящей лицевой поверхностью. Благодаря его структуре хорошо драпируется, ложась в красивые тяжелые складки.  Цвета в ассортименте. Продается на метраж. Ширина 1,5м.",5022,http://tkani.ukrchic.com/products/1666-atlas-150sm-128-biryuza-m,http://tkani.ukrchic.com/files/products/075d4cf8-c356-11e5-bd52-a45d36c4a9b8.800x600.jpeg
1056,1666 Атлас 150см (129),м,4.5,USD,"Шелковистая ткань атласного переплетения с гладкой блестящей лицевой поверхностью. Благодаря его структуре хорошо драпируется, ложась в красивые тяжелые складки.  Цвета в ассортименте. Продается на метраж. Ширина 1,5м.",5022,http://tkani.ukrchic.com/products/1666-atlas-150sm-129-m,http://tkani.ukrchic.com/files/products/659934a6-c354-11e5-bd52-a45d36c4a9b8.800x600.jpeg
1057,1666 Атлас 150см (135) желтый,м,4.5,USD,"Шелковистая ткань атласного переплетения с гладкой блестящей лицевой поверхностью. Благодаря его структуре хорошо драпируется, ложась в красивые тяжелые складки.  Цвета в ассортименте. Продается на метраж. Ширина 1,5м.",5022,http://tkani.ukrchic.com/products/1666-atlas-150sm-135-zheltyj-m,http://tkani.ukrchic.com/files/products/659934c7-c354-11e5-bd52-a45d36c4a9b8.800x600.jpeg
1058,1666 Атлас 150см (140) бледно-розовый,м,4.5,USD,"Шелковистая ткань атласного переплетения с гладкой блестящей лицевой поверхностью. Благодаря его структуре хорошо драпируется, ложась в красивые тяжелые складки.  Цвета в ассортименте. Продается на метраж. Ширина 1,5м.",5022,http://tkani.ukrchic.com/products/1666-atlas-150sm-140-bledno-rozovyj-m,http://tkani.ukrchic.com/files/products/659934bb-c354-11e5-bd52-a45d36c4a9b8.800x600.jpeg
1059,1666 Атлас 150см (142) фуксия,м,4.5,USD,"Шелковистая ткань атласного переплетения с гладкой блестящей лицевой поверхностью. Благодаря его структуре хорошо драпируется, ложась в красивые тяжелые складки.  Цвета в ассортименте. Продается на метраж. Ширина 1,5м.",5022,http://tkani.ukrchic.com/products/1666-atlas-150sm-142-fuksiya-m,http://tkani.ukrchic.com/files/products/c3374bc9-c336-11e5-bd52-a45d36c4a9b8.800x600.jpeg
1060,1666 Атлас 150см (158) капучино,м,4.5,USD,"Шелковистая ткань атласного переплетения с гладкой блестящей лицевой поверхностью. Благодаря его структуре хорошо драпируется, ложась в красивые тяжелые складки.  Цвета в ассортименте. Продается на метраж. Ширина 1,5м.",5022,http://tkani.ukrchic.com/products/1666-atlas-150sm-158-kapuchino-m,http://tkani.ukrchic.com/files/products/6599349d-c354-11e5-bd52-a45d36c4a9b8.800x600.jpeg
1061,1666 Атлас 150см (160) темно-розовый,м,4.5,USD,"Шелковистая ткань атласного переплетения с гладкой блестящей лицевой поверхностью. Благодаря его структуре хорошо драпируется, ложась в красивые тяжелые складки.  Цвета в ассортименте. Продается на метраж. Ширина 1,5м.",5022,http://tkani.ukrchic.com/products/1666-atlas-150sm-160-temno-rozovyj-m,http://tkani.ukrchic.com/files/products/6599349a-c354-11e5-bd52-a45d36c4a9b8.800x600.jpeg
1062,197.Прокат УкрШик 150см белый,м,3,USD,"Плотная ткань с матовой поверхностью. Отлично держит форму, износоустойчивая. Цвет - белый. Продается на метраж, ширина 1,5м.",5021,http://tkani.ukrchic.com/products/197prokat-ukrshik-150sm-belyj-m,http://tkani.ukrchic.com/files/products/15b04af7-ce32-11e5-94ee-a45d36c4a9b8.800x600.jpeg
1063,197.Прокат УкрШик 150см молочный,м,3,USD,"Плотная ткань с матовой поверхностью. Отлично держит форму, износоустойчивая. Цвет - молочный. Продается на метраж, ширина 1,5м.",5021,http://tkani.ukrchic.com/products/197prokat-ukrshik-150sm-molochnyj-m,http://tkani.ukrchic.com/files/products/15b04af4-ce32-11e5-94ee-a45d36c4a9b8.800x600.jpeg
1064,3-листник Crystal AB,шт,0.08,USD,Декоративный камень в форме трилистника. Продается поштучно.,5054,http://tkani.ukrchic.com/products/3-listnik-crystal-ab-sht,http://tkani.ukrchic.com/files/products/c13c54b3-9c9e-11e4-8f59-a45d36c4a9b9.800x600.jpeg
1065,3-листник Crystal,шт,0.07,USD,Декоративный камень в форме трилистника. Продается поштучно.,5054,http://tkani.ukrchic.com/products/3-listnik-crystal-sht,http://tkani.ukrchic.com/files/products/6876219b-9c85-11e4-8f59-a45d36c4a9b9.800x600.jpeg
