Код_товара,Название_позиции,Поисковые_запросы,Описание,Тип_товара,Цена,Цена от,Ярлык,HTML_заголовок,HTML_описание,HTML_ключевые_слова,Валюта,Скидка,Cрок действия скидки от,Cрок действия скидки до,Единица_измерения,Минимальный_объем_заказа,Оптовая_цена,Минимальный_заказ_опт,Ссылка_изображения,Наличие,Количество,Производитель,Страна_производитель,Номер_группы,Адрес_подраздела,Возможность_поставки,Срок_поставки,Способ_упаковки,Личные_заметки,Продукт_на_сайте,Идентификатор_товара,Уникальный_идентификатор,Идентификатор_подраздела,Идентификатор_группы,Подарки,Сопутствующие,ID_группы_разновидностей,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики,Название_Характеристики,Измерение_Характеристики,Значение_Характеристики
140415,Фільтр-кувшин Ecosoft Dewberry Shape FMVSHAPER,,"<section class=""description"" id=""description"" itemprop=""description"">
<h2>Опис <span class=""heading_product_h2"">Ecosoft Dewberry Shape FMVSHAPER</span></h2>
<blockquote>Смачна питна вода, очищена картриджем з технологією Ecomix</blockquote>
<p>Ecosoft Dewberry Shape – стильний і компактний фільтр-глечик. Оснащений інноваційною технологією очищення, завдяки чому у вас під рукою завжди буде чиста питна вода. При цьому ціна Ecosoft Dewberry Shape чисто символічна – особливо, якщо порівнювати з іншими видами фільтрів. І це робить його доступним рішенням для всіх бажаючих.</p>
<blockquote>Екософт – ЄДИНА компанія в Україні з повним циклом виробництва. Цим і пояснюються настільки «смачні» для покупців ціни на її фільтри. І цим же пояснюється їх якість, адже виробник ретельно контролює процес створення своєї продукції на кожному етапі.</blockquote>
<h3>Для кого підійде Ecosoft Dewberry Shape?</h3>
<img alt=""Для кого підійде Ecosoft Dewberry Shape"" src=""/image/catalog/opus/ecosoft-dewberry-shape-opus1.jpg""/>
<p>Дана модель буде відмінним вибором для тих, хто хоче отримати простий фільтр. Для тих, хто не пред'являє до нього особливих вимог – головне, щоб він добре очищав воду. Для тих, кому потрібна мінімальна продуктивність і функціональність.</p>
<p>Модель Ecosoft Dewberry Shape якраз відповідає всім критеріям. Це недорогий компактний фільтр, яким можна користуватися удома, але також брати з собою на роботу, на дачу або навіть на вилазку. У день він очищає до 2 л води – що рівноцінно добовій нормі. Ніяких додаткових функцій у нього немає, чим і пояснюється така вартість.</p>
<h3>Ключові переваги моделі Ecosoft Dewberry Shape</h3>
<p>Дана модель оснащена фільтруючим матеріалом з технологією Ecomix. У цьому полягає її головна перевага. Саме за рахунок нього вона і виділяється серед інших аналогів на ринку.</p>
<p>Ecomix – це фільтруюча суміш, що складається з різних компонентів. Кожен з них призначений для видалення певного виду домішок. В результаті вода очищається від заліза, хлору, марганцю і стає кристально чистою. Після фільтрації її можна пити, використовувати для приготування страв або напоїв.</p>
<p>Друга ключова особливість фільтра – якість. Виготовлений він на австрійському обладнанні з BPA-free пластику. Або, простіше кажучи, з первинних харчових матеріалів: АБС, полістиролу, поліпропілену. </p>
<blockquote>У виробництві цих пластмас бісфенол не застосовується. Завдяки цьому їх склад повністю відповідає Директиві ЄС «Предмети, використовувані для контакту з продуктами харчування».</blockquote>
<p>Так що дана модель абсолютно безпечна для вашого здоров'я!</p>
<blockquote>А ви знали, що фільтри Екософт – єдині серед українських моделей, що мають сертифікати якості ЄС і США? Як не дивно, але продукція інших вітчизняних компаній таких відзнак не має.</blockquote>
<img alt=""Ключові переваги моделі Ecosoft Dewberry Shape"" src=""/image/catalog/opus/ecosoft-dewberry-shape-opus2.jpg""/>
<p>Третя особливість фільтра – проста конструкція. Він складається з прозорого корпусу і має антиковзні ніжки, які забезпечують хорошу стійкість на будь-якій поверхні. Додатково передбачена воронка для затоки води, а всередині неї-поглиблення для монтажу картриджа. Тому його установка і фіксація виконуються гранично легко-всього одним вкручує рухом.</p>
<p>Ємність фільтра становить 3,5 л. При цьому він розділений на 2 ємності: у верхню заливається водопровідна вода, а в нижній – збирається очищена вода.</p>
<p>Для зручності виробник трохи змінив конструкцію так, щоб наливати воду можна було через спеціальний люк. Повністю знімати кришку не треба, що істотно спрощує цю процедуру.</p>
<p>А для захисту від пилу у фільтра є спеціальний носик. І він автоматично відхиляється, коли ви нахилите прилад, щоб налити собі води.</p>
<p>Інші переваги даної моделі:</p>
<ul>
<li>2 літри чистої питної води завжди у вас під рукою;</li>
<li>за 5 хвилин очищається 1 л води;</li>
<li>пити воду можна, не чекаючи закінчення процесу фільтрації.</li>
</ul>
<p>Також до переваг фільтра можна віднести елегантний дизайн. Завдяки цьому ви можете спокійно залишати його на стільниці або ставити на столі перед гостями.</p>
<img alt=""Фільтр-глечик Ecosoft Dewberry Shape"" src=""/image/catalog/opus/ecosoft-dewberry-shape-opus3.jpg""/>
<p>Дана модель буде відмінним подарунком. Виглядає вона досить-таки солідно, що підтверджують численні відгуки.</p>
<h3>З чого складається модель Ecosoft Dewberry Shape?</h3>
<p>Фільтр-глечик оснащений одним картриджем з технологією Ecomix. Перед ним стоїть спеціальна сіточка, що утримує великі механічні домішки. А всередині самого картриджа міститься 3 компоненти:</p>
<ul>
<li>активоване вугілля (видаляє хлор і хлорорганічні сполуки);</li>
<li>іонообмінна смола, оброблена сріблом для запобігання утворення мікробів всередині картриджа (пом'якшує воду);</li>
<li>модифікована іонообмінна смола (очищає від заліза, марганцю, нейтралізує кольоровість води).</li>
</ul>
<h3>Ступеня фільтрації</h3>
<ol>
<li>Первинне очищення від механічних домішок (піску, мулу, іржі).</li>
<li>Видалення хлору і його сполук.</li>
<li>Пом'якшення води.</li>
<li>Очищення від заліза, марганцю, нейтралізація кольоровості води.</li>
</ol>
<h3>Що входить в комплект?</h3>
<ol>
<li>Фільтр-глечик.</li>
<li>Змінний картридж.</li>
<li>Паспорт.</li>
</ol>
<h3>Обслуговування</h3>
<img alt=""Обслуговування"" src=""/image/catalog/opus/ecosoft-dewberry-shape-opus4.jpg""/>
<p>Згідно з рекомендаціями виробника Ecosoft, картридж у фільтрі треба міняти кожні 2 місяці. Тоді вода буде завжди чистою і смачною.</p>
<p>Також потрібно дотримуватися таких рекомендацій:</p>
<ul>
<li>фільтр підходить лише для очищення холодної водопровідної води;</li>
<li>перед заміною картриджа треба обов'язково промивати всі деталі фільтра під проточною водою;</li>
<li>будь-які елементи фільтра-глечика можна мити в посудомийній машині.</li>
</ul>
<h3>Доступне рішення для очищення води</h3>
<p>Якщо ви давно мріяли обзавестися найпростішим фільтром-тоді можете купити Ecosoft Dewberry Shape. Для домашнього використання це шикарний варіант. Тим більше за таку ціну.</p>
<p>Не дивно, що всі думки про Ecosoft Dewberry Shape суцільно позитивні. Лаяти цю модель нема за що, а ось хвалити можна довго. Задоволені власники фільтра відзначають його високу ефективність, швидке очищення води (5 хвилин – і готово!), мініатюрні габарити, відмінна якість. І, звичайно ж, стильний дизайн, завдяки якому фільтр гармонійно виглядає в інтер'єрі будь-якої кухні.</p>
<p>Замовити дану модель ви можете в нашому інтернет-магазині Ecosoft-Market. Ми є офіційним представником виробника Екософт і пропонуємо:</p>
<ul>
<li>ті ж ціни, що і на сайті виробника (ніякої націнки!);</li>
<li>оперативну доставку в будь-яке місто України; </li>
<li>професійне сервісне обслуговування (актуально тільки для клієнтів з Києва).</li>
</ul>
<p>Також всім покупцям ми надаємо безкоштовні консультації. Якщо хочете щось уточнити перед покупкою – телефонуйте за вказаним на сайті телефоном в робочий час. Наші експерти проконсультують вас з будь-якого питання, а при необхідності нададуть вичерпну інформацію стосовно даного фільтра.</p>
</section>",r,424,,,,,,UAH,,,,шт,,,,"https://ecosoft-market.com.ua/image/cache/catalog/img/filtr-kuvshin-ecosoft-dewberry-shape-fmvshaper_7-750x750.jpg, https://ecosoft-market.com.ua/image/cache/catalog/img/filtr-kuvshin-ecosoft-dewberry-shape-fmvshaper_16-750x750.jpg, https://ecosoft-market.com.ua/image/cache/catalog/img/filtr-kuvshin-ecosoft-dewberry-shape-fmvshaper-750x750.jpg, https://ecosoft-market.com.ua/image/cache/catalog/img/filtr-kuvshin-ecosoft-dewberry-shape-fmvshaper-750x750.jpg",В наявності,,,,,,,,,,https://ecosoft-market.com.ua/ua/ecosoft/ecosoft-dewberry-shape,140415,,,9001,,,,,,,"Гарантія, міс.",,12,"Проточний фільтр, міс.",,3,Призначення,,побутовий,Комплектація,,інструкція з експлуатації,Ефективне очищення,,від органічних сполук / від механічних забруднень / від накипу / від хлору / від нафтопродуктів,Бренд,,Ecosoft,Вид фільтрації,,картриджне очищення,Виробництво,,Україна,Кількість ступенів очищення,,1,"Обсяг бака, л.",,3.5,Підходить,,для квартири,Результат роботи,,для пиття / для готування,"Ресурс картриджів, л.",,300,Тип,,фільтр-глечик,Тип картриджів,,стандартні,Установка,,переносний,"Якість очищення, %",,30,Колір,,помаранчевий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175303,Комплект картриджів Ecosoft Dewberry CRVK6DEWBECO,,,r,670,,,,,,UAH,,,,шт,,,,https://ecosoft-market.com.ua/image/cache/catalog/img/ecosoft-dewberry-crvk6dewbeco-750x750.jpg,В наявності,,,,,,,,,,https://ecosoft-market.com.ua/ua/ecosoft/ecosoft-dewberry-crvk6dewbeco,175303,,,9002,,,,,,,Призначення,,для фільтра-глечика,Комплектація,,картридж 6 шт.,Ефективне очищення,,від хлору / від заліза / від марганцю,"Термін служби, міс",,12,Бренд,,Ecosoft,Використання,,побутове,Виробництво,,Україна,Модель фільтра,,Ecosoft Dewberry Shape / Ecosoft Dewberry Slim,Підходить,,для холодної води,"Продуктивність, л/хв",,0.2,Спосіб очищення,,засипка Ecomix,Тип,,комплект фільтрів,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175232,Мембрана зворотного осмосу DOW FILMTEC 75 GPD TW-1812-75,,,r,899,,,,,,UAH,,,,шт,,,,https://ecosoft-market.com.ua/image/cache/catalog/img/dow-filmtec-75-gpd-tw-1812-75-750x750.jpg,В наявності,,,,,,,,,,https://ecosoft-market.com.ua/ua/dow/dow-filmtec-75-gpd-tw-1812-75,175232,,,9002,,,,,,,Призначення,,для системи зворотного осмосу,Бренд,,DOW,Виробництво,,США,Підходить,,для холодної води,Тип,,мембрана,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175124,Картридж для знесолення BWT AQA therm SRC XL 812510,,,r,9006,,,,,,UAH,,,,шт,,,,https://ecosoft-market.com.ua/image/cache/catalog/img/bwt-aqa-therm-src-xl-812510-750x750.jpg,В наявності,,,,,,,,,,https://ecosoft-market.com.ua/ua/bwt/bwt-aqa-therm-src-xl-812510,175124,,,9002,,,,,,,Бренд,,BWT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142923,"Картридж для фільтра Ecosoft 4,5""х10"" гранульоване вугілля",,,r,449,,,,,,UAH,,,,шт,,,,https://ecosoft-market.com.ua/image/cache/catalog/img/kartridzh-ecosoft-45h10-granulirovannij-ugol-750x750.jpg,В наявності,,,,,,,,,,https://ecosoft-market.com.ua/ua/ecosoft/kartridzh-ecosoft-45h10-granulirovannyy-ugol,142923,,,9002,,,,,,,Розмір картриджа,,"4,5 x 10",Бренд,,Ecosoft,Вид картріджа,,універсальний,Виробництво,,Україна,Корпус картриджа,,Big Blue 10,Підходить,,для холодної води,"Ресурс картриджів, л.",,30000,"Робоча температура води, °C",,3 / 43,Спосіб очищення,,активоване вугілля,Тип,,вугільний,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175581,"Картридж для фільтра Наша Вода 4,5""х10"" зі спіненого поліпропілену CPV45105NV",,,r,,,,,,,,,,,шт,,,,https://ecosoft-market.com.ua/image/cache/catalog/img/nasha-voda-45h10-z-spnenogo-polproplenu-cpv45105nv-750x750.jpg,Під замовлення,,,,,,,,,,https://ecosoft-market.com.ua/ua/nasha-voda/nasha-voda-45h10-z-spnenogo-polproplenu-cpv45105nv,175581,,,9002,,,,,,,Призначення,,для магістрального фільтра,Ефективне очищення,,від механічних забруднень,Розмір картриджа,,"4,5 x 10",Бренд,,Наша Вода,Виробництво,,Україна,Кількість ступенів очищення,,1,Корпус картриджа,,Big Blue 10,Підходить,,для холодної води,Спосіб очищення,,поліпропілен,Тип,,механічний,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142973,"Картридж для фільтра Filter1 2,5""x10"" 5 мкм",,,r,,,,,,,,,,,шт,,,,https://ecosoft-market.com.ua/image/cache/catalog/img/kartridzh-filter1-25x10-5-mkm-750x750.jpg,Під замовлення,,,,,,,,,,https://ecosoft-market.com.ua/ua/filter1/kartridzh-filter1-25x10-5-mkm,142973,,,9002,,,,,,,Ефективне очищення,,від механічних забруднень,Бренд,,Filter1,Вид картріджа,,універсальний,Виробництво,,Україна,"Ресурс картриджів, л.",,5 / 6,Спосіб очищення,,поліпропілен,Тип,,механічний,"Тонкість очищення, мкм",,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
